id,body,picture,actor,time,class,experiment_group
221,"When you wanna be a doc but food is too good and you get fat. ",180221-9.JPG,MedicalRyan,-76:33,normal,var3
222,More egg benidict :D #ExcuseMyLaptopWatchingModernFamily,180221-22.JPG,Lisa181818,354:23,normal,var4
223,Don't tell Samantha. lol,180221-12.JPG,this_jack,01:10,normal,var1
224,"Good but, thanks but no thanks...",180221-19.JPG,PatelS,-15:55,normal,var2
225,"Old-fashioned Arkansas chocolate gravy and discuits, only I can undersatnd. #LoveMyMikeyhubbby",180222-01.jpg,DonDonDonna,-00:23,normal,var3
226,"<3 Last year in Manchester, UK",180221-18.JPG,EmmaSmith0214,00:50,normal,var4
227,"They said post food stuff, so here's a GOOOOOOOOOOD food pic. #foodporn #asian360",180221-11.JPG,B.Mike,-33:00,normal,var1
228,Must cop 🔥,0222-09.png,jiruletheworld,02:10,normal,var2
229,"We tried something different this time for our monthly barbecue. It's KEBABs! We went out to fetch some lambs, instead of beef and they taste great. Come thru!",0222-10.png,jiruletheworld,-16:31,normal,var3
230,You are what you eat.,0222-11.png,jiruletheworld,19:22,normal,var4
231,"I got up early, so I cooked myself a breakfast. It wasn't half bad as I imagined it to be!",0222-12.png,jiruletheworld,-40:23,normal,var1
232,These calzones were so good. I had to take a picture of it.,IMG_0490.png,ayoitsayo,-05:45,normal,var2
233,Fried rice with blueberries and blue table!  🔵 🔵 🔵,0222-14.png,ayoitsayo,363:21,normal,var3
234,Where my chili fam at! 🌶,0222-16.png,ayoitsayo,382:32,normal,var4
235,It's pizza time.,0222-17.png,ayoitsayo,-35:18,normal,var1
236,Sushis are the best.,0222-20.png,sweetietooth,14:23,normal,var2
237,So what? It's my cheat day.,0222-21.png,sweetietooth,352:16,normal,var3
238,What would I do without you...,0222-22.png,sweetietooth,379:10,normal,var4
239,Mornings at its finest,0222-23.png,sweetietooth,-10:15,normal,var1
240,The new sushi place downtown is AMAZING! They do wine-pairings too. I feel like I'll be coming in here more than I should.,0222-13.png,dana84,-23:00,normal,var2
241,"I got these intense cravings for Thai food, so I got it! These padseeyus are the only things in life that never seem to disappoint me.",0222-15.png,dana84,08:03,normal,var3
242,Sean had a pleasant surprise for me by cooking dinner for our anniversary! I'm so blessed to have this great cook in my life.,0222-18.png,dana84,357:39,normal,var4
243,"I'm not a fan of Sicily Italian pizzas, but Sean's is different!",0222-19.png,dana84,376:23,normal,var1
244,Some fine wine and dine. 🍷🍷,0222-08.png,lucyinurdreams,-21:11,normal,var2
245,"Classy night out. Man, these turkeys are 🔥🔥🔥",IMG_0814.jpg,lucyinurdreams,02:24,normal,var3
246,"Sunday brunch with the fam! I like my bacons little more toastier, but these pancakes were the bombs! 💣💣",Screen Shot 2018-02-23 at 12.10.59 AM.png,lucyinurdreams,30:21,normal,var4
247,Aren't they adorable?! I just had to get 'em after giving it a glance! They taste nothing like I've tasted before too.,IMG_0468.jpg,lucyinurdreams,365:30,normal,var1
248,I made some homemade chips!,0222-07.png,chefricky,-14:34,normal,var2
249,Vegetables and fruits should be essential part of our diet. We eat too much meat and not enough veggies. Make sure to add beans and broccolis to your diet.,0222-06.png,chefricky,14:28,normal,var3
250,"I tried baking breads for the first time, and overcooked my first batch. But, nothing cannot be fixed with some butter and peanut butter jelly!",0222-05.png,chefricky,29:21,normal,var4
251,"My first homemade half hawaiian, half meatlover's pizza was cooked to perfection. Barb loved it too.",0222-04.png,chefricky,368:33,normal,var1
252,"It was a sleepless night, so I treated myself with some insomnias.",IMG_0738.jpg,clayton.myers,09:21,normal,var2
253,Nothing can beat two cheese burgers.,IMG_0599.jpg,clayton.myers,26:05,normal,var3
254,If it isn't my favorite Papa Johnnys'!,IMG_0649.jpg,clayton.myers,371:10,normal,var4
255,"The stove wasn't doing any good left alone, so I gave it some FAT companies.",0222-03.png,clayton.myers,382:21,normal,var1
256,Coming back home is the best. I can have Mama Lee's japchae!,0222-02.png,aleeboi,-14:02,normal,var2
257,Having the best dessert with my sis!,0222-01.png,aleeboi,13:01,normal,var3
258,"Homemade kimchi-jjigae made to perfection! ",IMG_0701.jpg,aleeboi,26:08,normal,var4
259,"Today was a rough day, but I have my dakdoritang to cheer me up.",IMG_0717.jpg,aleeboi,361:04,normal,var1
260,Just tried this Nigerian Beef Stew and it tastes awesome!! Here's the recipe I found online: https://tasty.co/recipe/nigerian-beef-stew,Gulas.JPG,masterchefterry,02:03,normal,var2
261,My daughter bought this cake and said she doesn't believe I can make one. Honestly there's instructions all over the internet...,chocolate-cake-with-whipped-cream.jpg,masterchefterry,04:18,normal,var3
262,https://tasty.co/recipe/stir-fry-inspired-by-migos This seems to be an easy way to cook stir fry... changed it a bit and still good!!,Stir Fry.jpg,masterchefterry,354:46,normal,var4
263,Everytime my kid buys bottled water like this I can't help but think about how much flouride is in there and how it's gonna kill us all!! Why wouldn't my kids just listen to me??,Ice_Mountain_jk.jpg,fgonzalez,-05:12,normal,var1
264,Every parent who takes their children to KFC is evil!! don't they know that KFC grows mutant chicken??,KFC.jpg,fgonzalez,01:48,normal,var2
265,Found this online today... SO TRUE,Organic.jpg,fgonzalez,08:24,normal,var3
266,Look how happy and cute my anne is awwww,Catfood.jpeg,mewranda,05:56,normal,var4
267,only coffee and cinnamon roll can save me from this depressing mood now...,coffee.jpg,gwenfromtheblock,12:23,normal,var1
268,or I guess some nice wine can do that as well... #dreaming,Wine.jpg,gwenfromtheblock,13:00,normal,var2
269,this reminded me of you @ryanfitzs,meme2.jpg,SnakeCharmer,-02:22,normal,var3
270,last one I swear....had to post it for the city of brotherly love,meme3.jpg,SnakeCharmer,365:32,normal,var4
271,The more you know,meme4.jpg,earthpulse,12:10,normal,var1
272," me when I walk into Earl's Buffet tonight",meme5.jpg,B.Mike,21:10,normal,var2
273,lololol me when I get home and mom hasn't starting cooking yet,meme6.png,southerngirlCel,378:31,normal,var3
274,Salad for lunch. #AccidentallyPutTooMuchDressing and cost me $15 :(,180228-0.JPG,Lisa181818,18:18,normal,var4
275,BF said he's coming over tonight... so... here's my lunch.,180228-6.JPG,B.Mike,-15:55,normal,var1
276,Still prefer vanilla better. #Workout #Protein #GayAtGym,180228-9.jpeg,B.Mike,370:10,normal,var2
277,"My morning green goodie: Baby spinich, aloe vera jelly, 1-1.5 banana depending on size, 1 cup of water, 1/2 stock of celery",180228-2.jpg,Lisa181818,-20:23,normal,var3
278,Chug chug chug with Fiona. #NoIrishTemper,180228-10.jpeg,B.Mike,24:33,normal,var4
279,good morning baltimore!,180228-12.jpeg,B.Mike,388:11,normal,var1
287,this is my daily post,IMG_20170125_175750.jpg,mateoV,-06:45,normal,var1
288,this is my daily post,IMG_20120106_201555.jpg,mateoV,30:15,normal,var2
289,this is my daily post,20130907_233814649_iOS.jpg,mateoV,370:00,normal,var3
290,strongly recommend this raspberry tart @ Copatelli's,krzysztof-113.jpeg,M.Kapadia92,06:40,normal,var2
291,look at what my bro got in england lol,IMG_20160928_124145.jpg,localewis,370:12,victim,var2
292,forgot to post a pic of the CUTEST bear  🐻 bread (cake?) from the bakery earlier! has anyone had anything like this before? What's it like?,IMG_20131124_181633.jpg,casssssssssie,05:44,normal,var2
293,I didn't manage to get great light for this photo but this lobster tail and artichoke with potato casserole were to die for. Just a little melted butter and... mmmm!  The kids don't love artichoke so they got broccoli instead.,IMAG0055.jpg,livelaughlove,-16:27,normal,var2
294,I wish i lived where this bagel place is. this thing was amazing,IMG_20170415_095155.jpg,NoahM1121,07:32,normal,var2
295,jackfruit looks like a weapon but tastes pretty good. ft my bro Manny & his sweet hawaiian shirt,IMG_20160819_182920040.jpg,fusionfeast,05:40,normal,var2
296,this was thai chile wings from yesterday. there were not enough but they were good,IMG_20170404_182054.jpg,cavsforever,28:45,victim,var2
297,"everyone... these are CHOCOLATE MOOSES. They are literally made of chocolate. You can't see it but there's a little baby chocolate moose behind them. ",IMG_20150411_132000.jpg,jackrussellmom,-25:09,victim,var2
298,"This bad boy was in the back of the freezer from last christmas. I'm kind of shocked it wasn't all eaten, but the ""green icing swirl"" might be a clue as to why.",20131203_010020000_iOS.jpg,john73,-26:13,normal,var2
299,"I think this was technically a yorkshire pudding? The gravy was great though, and as you can see there was a lot of it!",IMAG0023.jpg,john73,-03:14,victim,var2
300,raw avocado and mushroom salad <3 <3  It requires a lot of slicing but it's sooooo worth it!,vegan7.jpg,bblueberryy,386:29,victim,var2
301,"honestly red velvet cake just tastes like cake, but this tastes like red velvet cake. I know that makes no sense but if you try it you'll get it!!",20131004_203557000_iOS.jpg,jupiterpride,359:40,victim,var2
302,strongly recommend this raspberry tart @ Copatelli's,krzysztof-113.jpeg,M.Kapadia92,06:40,normal,var3
303,look at what my bro got in england lol,IMG_20160928_124145.jpg,localewis,370:12,victim,var3
304,forgot to post a pic of the CUTEST bear  🐻 bread (cake?) from the bakery earlier! has anyone had anything like this before? What's it like?,IMG_20131124_181633.jpg,casssssssssie,05:44,normal,var3
305,I didn't manage to get great light for this photo but this lobster tail and artichoke with potato casserole were to die for. Just a little melted butter and... mmmm!  The kids don't love artichoke so they got broccoli instead.,IMAG0055.jpg,livelaughlove,-16:27,normal,var3
306,I wish i lived where this bagel place is. this thing was amazing,IMG_20170415_095155.jpg,NoahM1121,07:32,normal,var3
307,jackfruit looks like a weapon but tastes pretty good. ft my bro Manny & his sweet hawaiian shirt,IMG_20160819_182920040.jpg,fusionfeast,05:40,normal,var3
308,this was thai chile wings from yesterday. there were not enough but they were good,IMG_20170404_182054.jpg,cavsforever,28:45,victim,var3
309,"everyone... these are CHOCOLATE MOOSES. They are literally made of chocolate. You can't see it but there's a little baby chocolate moose behind them. ",IMG_20150411_132000.jpg,jackrussellmom,-25:09,victim,var3
310,"This bad boy was in the back of the freezer from last christmas. I'm kind of shocked it wasn't all eaten, but the ""green icing swirl"" might be a clue as to why.",20131203_010020000_iOS.jpg,john73,-26:13,normal,var3
311,"I think this was technically a yorkshire pudding? The gravy was great though, and as you can see there was a lot of it!",IMAG0023.jpg,john73,-03:14,victim,var3
312,raw avocado and mushroom salad <3 <3  It requires a lot of slicing but it's sooooo worth it!,vegan7.jpg,bblueberryy,386:29,victim,var3
313,"honestly red velvet cake just tastes like cake, but this tastes like red velvet cake. I know that makes no sense but if you try it you'll get it!!",20131004_203557000_iOS.jpg,jupiterpride,359:40,victim,var3
314,strongly recommend this raspberry tart @ Copatelli's,krzysztof-113.jpeg,M.Kapadia92,06:40,normal,var4
315,look at what my bro got in england lol,IMG_20160928_124145.jpg,localewis,370:12,victim,var4
316,forgot to post a pic of the CUTEST bear  🐻 bread (cake?) from the bakery earlier! has anyone had anything like this before? What's it like?,IMG_20131124_181633.jpg,casssssssssie,05:44,normal,var4
317,I didn't manage to get great light for this photo but this lobster tail and artichoke with potato casserole were to die for. Just a little melted butter and... mmmm!  The kids don't love artichoke so they got broccoli instead.,IMAG0055.jpg,livelaughlove,-16:27,normal,var4
318,I wish i lived where this bagel place is. this thing was amazing,IMG_20170415_095155.jpg,NoahM1121,07:32,normal,var4
319,jackfruit looks like a weapon but tastes pretty good. ft my bro Manny & his sweet hawaiian shirt,IMG_20160819_182920040.jpg,fusionfeast,05:40,normal,var4
320,this was thai chile wings from yesterday. there were not enough but they were good,IMG_20170404_182054.jpg,cavsforever,28:45,victim,var4
321,"everyone... these are CHOCOLATE MOOSES. They are literally made of chocolate. You can't see it but there's a little baby chocolate moose behind them. ",IMG_20150411_132000.jpg,jackrussellmom,-25:09,victim,var4
322,"This bad boy was in the back of the freezer from last christmas. I'm kind of shocked it wasn't all eaten, but the ""green icing swirl"" might be a clue as to why.",20131203_010020000_iOS.jpg,john73,-26:13,normal,var4
323,"I think this was technically a yorkshire pudding? The gravy was great though, and as you can see there was a lot of it!",IMAG0023.jpg,john73,-03:14,victim,var4
324,raw avocado and mushroom salad <3 <3  It requires a lot of slicing but it's sooooo worth it!,vegan7.jpg,bblueberryy,386:29,victim,var4
325,"honestly red velvet cake just tastes like cake, but this tastes like red velvet cake. I know that makes no sense but if you try it you'll get it!!",20131004_203557000_iOS.jpg,jupiterpride,359:40,victim,var4
326,The spiralizer got some use for brunch today! #cleaneating #veggielife,20170212_152905108_iOS.jpg,coachmatthews,-20:35,cohort,var5
327,GORGEOUS spread at Saigon House for my sister's b-day dinner!,IMAG0003.jpg,coachmatthews,-11:13,cohort,var6
328,"These tilapia fillets are CRAZY easy and super healthy! Just a sprinkle of dried dill, a squeeze of lemon, and 15 minutes in the oven!",IMG_20170105_192151.jpg,coachmatthews,-00:45,cohort,var7
329,When the light on the porch is so perfect it makes your leftovers look gourmet...,james-harris-228578.jpeg,coachmatthews,03:16,cohort,var8
330,Mr. Matthews got me this hanger for my bananas... It's only been a day but I think they're already less beat-up than they would normally be!  Three cheers for modern technology.,IMG_0440.JPG,coachmatthews,07:00,cohort,var5
331,Woke up late and only had time to grab one of these for breakfast. Can you say accidental splurge?,20130726_145708000_iOS.jpg,coachmatthews,24:04,cohort,var6
332,One of the moms from my K-2 class made these adorable pig cookies! How cute are they?!,20131118_154942000_iOS.jpg,coachmatthews,27:17,cohort,var7
333,"""pizza"" on zucchini slices is actually amazing! Love these easy low carb dinners.",20130721_000546845_iOS.jpg,coachmatthews,29:20,cohort,var8
334,"can you believe how beautiful these farmer's market apples are? There are actually four or five different kinds here but I totally forget what they're called. ",IMG_20141011_103027.jpg,coachmatthews,369:45,cohort,var5
